type_elec,year,month,round (en procesos a una sola vuelta = 1),Código I.N.E. de la provincia,Código I.N.E. del municipio,Número de distrito municipal en su caso o 99 si es el total municipal,Código de la candidatura o del Senador,Votos obtenidos por la candidatura,Número de candidatos obtenidos por la candidatura
2,1982,10,1,17,153,99,73,41,0
2,1982,10,1,17,153,99,78,0,0
2,1982,10,1,17,153,99,79,8,0
2,1982,10,1,17,153,99,82,0,0
2,1982,10,1,17,154,99,5,1,0
2,1982,10,1,17,154,99,12,2,0
2,1982,10,1,17,154,99,14,1,0
2,1982,10,1,17,154,99,15,1,0
2,1982,10,1,17,154,99,16,0,0
2,1982,10,1,17,154,99,18,7,0
2,1982,10,1,17,154,99,26,1,0
2,1982,10,1,17,154,99,31,0,0
2,1982,10,1,17,154,99,33,0,0
2,1982,10,1,17,154,99,37,0,0
2,1982,10,1,17,154,99,48,0,0
2,1982,10,1,17,154,99,54,0,0
2,1982,10,1,17,154,99,56,0,0
2,1982,10,1,17,154,99,73,7,0
2,1982,10,1,17,154,99,78,0,0
2,1982,10,1,17,154,99,79,2,0
2,1982,10,1,17,154,99,82,0,0
2,1982,10,1,17,157,99,5,13,0
2,1982,10,1,17,157,99,12,0,0
2,1982,10,1,17,157,99,14,1,0
2,1982,10,1,17,157,99,15,3,0
2,1982,10,1,17,157,99,16,0,0
2,1982,10,1,17,157,99,18,65,0
2,1982,10,1,17,157,99,26,1,0
2,1982,10,1,17,157,99,31,0,0
2,1982,10,1,17,157,99,33,1,0
2,1982,10,1,17,157,99,37,0,0
2,1982,10,1,17,157,99,48,2,0
2,1982,10,1,17,157,99,54,0,0
2,1982,10,1,17,157,99,56,0,0
2,1982,10,1,17,157,99,73,9,0
2,1982,10,1,17,157,99,78,0,0
2,1982,10,1,17,157,99,79,4,0
2,1982,10,1,17,157,99,82,0,0
2,1982,10,1,17,158,99,5,70,0
2,1982,10,1,17,158,99,12,0,0
2,1982,10,1,17,158,99,14,0,0
2,1982,10,1,17,158,99,15,0,0
2,1982,10,1,17,158,99,16,1,0
2,1982,10,1,17,158,99,18,142,0
2,1982,10,1,17,158,99,26,10,0
2,1982,10,1,17,158,99,31,0,0
2,1982,10,1,17,158,99,33,0,0
2,1982,10,1,17,158,99,37,0,0
2,1982,10,1,17,158,99,48,1,0
2,1982,10,1,17,158,99,54,0,0
2,1982,10,1,17,158,99,56,0,0
2,1982,10,1,17,158,99,73,52,0
2,1982,10,1,17,158,99,78,1,0
2,1982,10,1,17,158,99,79,1,0
2,1982,10,1,17,158,99,82,0,0
2,1982,10,1,17,159,99,5,85,0
2,1982,10,1,17,159,99,12,2,0
2,1982,10,1,17,159,99,14,3,0
2,1982,10,1,17,159,99,15,2,0
2,1982,10,1,17,159,99,16,2,0
2,1982,10,1,17,159,99,18,175,0
2,1982,10,1,17,159,99,26,10,0
2,1982,10,1,17,159,99,31,0,0
2,1982,10,1,17,159,99,33,1,0
2,1982,10,1,17,159,99,37,0,0
2,1982,10,1,17,159,99,48,0,0
2,1982,10,1,17,159,99,54,0,0
2,1982,10,1,17,159,99,56,0,0
2,1982,10,1,17,159,99,73,52,0
2,1982,10,1,17,159,99,78,0,0
2,1982,10,1,17,159,99,79,1,0
2,1982,10,1,17,159,99,82,0,0
2,1982,10,1,17,160,99,5,654,0
2,1982,10,1,17,160,99,12,11,0
2,1982,10,1,17,160,99,14,166,0
2,1982,10,1,17,160,99,15,95,0
2,1982,10,1,17,160,99,16,7,0
2,1982,10,1,17,160,99,18,2800,0
2,1982,10,1,17,160,99,26,339,0
2,1982,10,1,17,160,99,31,0,0
2,1982,10,1,17,160,99,33,24,0
2,1982,10,1,17,160,99,37,8,0
2,1982,10,1,17,160,99,48,63,0
2,1982,10,1,17,160,99,54,90,0
2,1982,10,1,17,160,99,56,9,0
2,1982,10,1,17,160,99,73,4121,0
2,1982,10,1,17,160,99,78,47,0
2,1982,10,1,17,160,99,79,361,0
2,1982,10,1,17,160,99,82,8,0
2,1982,10,1,17,161,99,5,199,0
2,1982,10,1,17,161,99,12,0,0
2,1982,10,1,17,161,99,14,24,0
2,1982,10,1,17,161,99,15,14,0
2,1982,10,1,17,161,99,16,0,0
2,1982,10,1,17,161,99,18,337,0
2,1982,10,1,17,161,99,26,68,0
2,1982,10,1,17,161,99,31,0,0
2,1982,10,1,17,161,99,33,1,0
2,1982,10,1,17,161,99,37,0,0
2,1982,10,1,17,161,99,48,8,0
2,1982,10,1,17,161,99,54,0,0
2,1982,10,1,17,161,99,56,0,0
2,1982,10,1,17,161,99,73,80,0
2,1982,10,1,17,161,99,78,1,0
2,1982,10,1,17,161,99,79,4,0
2,1982,10,1,17,161,99,82,0,0
2,1982,10,1,17,162,99,5,23,0
2,1982,10,1,17,162,99,12,0,0
2,1982,10,1,17,162,99,14,7,0
2,1982,10,1,17,162,99,15,7,0
2,1982,10,1,17,162,99,16,0,0
2,1982,10,1,17,162,99,18,47,0
2,1982,10,1,17,162,99,26,0,0
2,1982,10,1,17,162,99,31,0,0
2,1982,10,1,17,162,99,33,0,0
2,1982,10,1,17,162,99,37,0,0
2,1982,10,1,17,162,99,48,1,0
2,1982,10,1,17,162,99,54,0,0
2,1982,10,1,17,162,99,56,0,0
2,1982,10,1,17,162,99,73,27,0
2,1982,10,1,17,162,99,78,1,0
2,1982,10,1,17,162,99,79,0,0
2,1982,10,1,17,162,99,82,0,0
2,1982,10,1,17,163,99,5,112,0
2,1982,10,1,17,163,99,12,4,0
2,1982,10,1,17,163,99,14,20,0
2,1982,10,1,17,163,99,15,11,0
2,1982,10,1,17,163,99,16,3,0
2,1982,10,1,17,163,99,18,383,0
2,1982,10,1,17,163,99,26,46,0
2,1982,10,1,17,163,99,31,0,0
2,1982,10,1,17,163,99,33,1,0
2,1982,10,1,17,163,99,37,2,0
2,1982,10,1,17,163,99,48,13,0
2,1982,10,1,17,163,99,54,4,0
2,1982,10,1,17,163,99,56,0,0
2,1982,10,1,17,163,99,73,197,0
2,1982,10,1,17,163,99,78,8,0
2,1982,10,1,17,163,99,79,27,0
2,1982,10,1,17,163,99,82,1,0
2,1982,10,1,17,164,99,5,353,0
2,1982,10,1,17,164,99,12,7,0
2,1982,10,1,17,164,99,14,23,0
2,1982,10,1,17,164,99,15,21,0
2,1982,10,1,17,164,99,16,1,0
2,1982,10,1,17,164,99,18,1136,0
2,1982,10,1,17,164,99,26,75,0
2,1982,10,1,17,164,99,31,0,0
2,1982,10,1,17,164,99,33,8,0
2,1982,10,1,17,164,99,37,1,0
2,1982,10,1,17,164,99,48,30,0
2,1982,10,1,17,164,99,54,7,0
2,1982,10,1,17,164,99,56,2,0
2,1982,10,1,17,164,99,73,722,0
2,1982,10,1,17,164,99,78,18,0
2,1982,10,1,17,164,99,79,43,0
2,1982,10,1,17,164,99,82,2,0
2,1982,10,1,17,165,99,5,94,0
2,1982,10,1,17,165,99,12,0,0
2,1982,10,1,17,165,99,14,10,0
2,1982,10,1,17,165,99,15,9,0
2,1982,10,1,17,165,99,16,1,0
2,1982,10,1,17,165,99,18,171,0
2,1982,10,1,17,165,99,26,35,0
2,1982,10,1,17,165,99,31,0,0
2,1982,10,1,17,165,99,33,4,0
2,1982,10,1,17,165,99,37,0,0
2,1982,10,1,17,165,99,48,5,0
2,1982,10,1,17,165,99,54,0,0
2,1982,10,1,17,165,99,56,1,0
2,1982,10,1,17,165,99,73,128,0
2,1982,10,1,17,165,99,78,1,0
2,1982,10,1,17,165,99,79,9,0
2,1982,10,1,17,165,99,82,1,0
2,1982,10,1,17,166,99,5,26,0
2,1982,10,1,17,166,99,12,1,0
2,1982,10,1,17,166,99,14,5,0
2,1982,10,1,17,166,99,15,11,0
2,1982,10,1,17,166,99,16,0,0
2,1982,10,1,17,166,99,18,141,0
2,1982,10,1,17,166,99,26,29,0
2,1982,10,1,17,166,99,31,1,0
2,1982,10,1,17,166,99,33,0,0
2,1982,10,1,17,166,99,37,0,0
2,1982,10,1,17,166,99,48,5,0
2,1982,10,1,17,166,99,54,1,0
2,1982,10,1,17,166,99,56,0,0
2,1982,10,1,17,166,99,73,81,0
2,1982,10,1,17,166,99,78,1,0
2,1982,10,1,17,166,99,79,22,0
2,1982,10,1,17,166,99,82,0,0
2,1982,10,1,17,167,99,5,172,0
2,1982,10,1,17,167,99,12,4,0
2,1982,10,1,17,167,99,14,45,0
2,1982,10,1,17,167,99,15,31,0
2,1982,10,1,17,167,99,16,2,0
2,1982,10,1,17,167,99,18,1372,0
2,1982,10,1,17,167,99,26,223,0
2,1982,10,1,17,167,99,31,0,0
2,1982,10,1,17,167,99,33,7,0
2,1982,10,1,17,167,99,37,1,0
2,1982,10,1,17,167,99,48,31,0
2,1982,10,1,17,167,99,54,3,0
2,1982,10,1,17,167,99,56,2,0
2,1982,10,1,17,167,99,73,786,0
2,1982,10,1,17,167,99,78,12,0
2,1982,10,1,17,167,99,79,33,0
2,1982,10,1,17,167,99,82,2,0
2,1982,10,1,17,168,99,5,9,0
2,1982,10,1,17,168,99,12,0,0
2,1982,10,1,17,168,99,14,2,0
2,1982,10,1,17,168,99,15,2,0
2,1982,10,1,17,168,99,16,0,0
2,1982,10,1,17,168,99,18,106,0
2,1982,10,1,17,168,99,26,30,0
2,1982,10,1,17,168,99,31,0,0
2,1982,10,1,17,168,99,33,0,0
2,1982,10,1,17,168,99,37,1,0
2,1982,10,1,17,168,99,48,2,0
2,1982,10,1,17,168,99,54,1,0
2,1982,10,1,17,168,99,56,0,0
2,1982,10,1,17,168,99,73,44,0
2,1982,10,1,17,168,99,78,0,0
2,1982,10,1,17,168,99,79,10,0
2,1982,10,1,17,168,99,82,0,0
2,1982,10,1,17,169,99,5,67,0
2,1982,10,1,17,169,99,12,3,0
2,1982,10,1,17,169,99,14,11,0
2,1982,10,1,17,169,99,15,13,0
2,1982,10,1,17,169,99,16,2,0
2,1982,10,1,17,169,99,18,341,0
2,1982,10,1,17,169,99,26,28,0
2,1982,10,1,17,169,99,31,0,0
2,1982,10,1,17,169,99,33,1,0
2,1982,10,1,17,169,99,37,0,0
2,1982,10,1,17,169,99,48,13,0
2,1982,10,1,17,169,99,54,6,0
2,1982,10,1,17,169,99,56,1,0
2,1982,10,1,17,169,99,73,246,0
2,1982,10,1,17,169,99,78,3,0
2,1982,10,1,17,169,99,79,15,0
2,1982,10,1,17,169,99,82,1,0
2,1982,10,1,17,171,99,5,17,0
2,1982,10,1,17,171,99,12,0,0
2,1982,10,1,17,171,99,14,0,0
2,1982,10,1,17,171,99,15,1,0
2,1982,10,1,17,171,99,16,0,0
2,1982,10,1,17,171,99,18,55,0
2,1982,10,1,17,171,99,26,6,0
2,1982,10,1,17,171,99,31,0,0
2,1982,10,1,17,171,99,33,1,0
2,1982,10,1,17,171,99,37,0,0
2,1982,10,1,17,171,99,48,0,0
2,1982,10,1,17,171,99,54,0,0
2,1982,10,1,17,171,99,56,0,0
2,1982,10,1,17,171,99,73,19,0
2,1982,10,1,17,171,99,78,0,0
2,1982,10,1,17,171,99,79,0,0
2,1982,10,1,17,171,99,82,0,0
2,1982,10,1,17,172,99,5,7,0
2,1982,10,1,17,172,99,12,0,0
2,1982,10,1,17,172,99,14,2,0
2,1982,10,1,17,172,99,15,4,0
2,1982,10,1,17,172,99,16,1,0
2,1982,10,1,17,172,99,18,88,0
2,1982,10,1,17,172,99,26,10,0
2,1982,10,1,17,172,99,31,0,0
2,1982,10,1,17,172,99,33,1,0
2,1982,10,1,17,172,99,37,0,0
2,1982,10,1,17,172,99,48,2,0
2,1982,10,1,17,172,99,54,0,0
2,1982,10,1,17,172,99,56,1,0
2,1982,10,1,17,172,99,73,22,0
2,1982,10,1,17,172,99,78,3,0
2,1982,10,1,17,172,99,79,1,0
2,1982,10,1,17,172,99,82,4,0
2,1982,10,1,17,173,99,5,13,0
2,1982,10,1,17,173,99,12,1,0
2,1982,10,1,17,173,99,14,6,0
2,1982,10,1,17,173,99,15,4,0
2,1982,10,1,17,173,99,16,0,0
2,1982,10,1,17,173,99,18,39,0
2,1982,10,1,17,173,99,26,0,0
2,1982,10,1,17,173,99,31,0,0
2,1982,10,1,17,173,99,33,4,0
2,1982,10,1,17,173,99,37,0,0
2,1982,10,1,17,173,99,48,0,0
2,1982,10,1,17,173,99,54,0,0
2,1982,10,1,17,173,99,56,0,0
2,1982,10,1,17,173,99,73,1,0
2,1982,10,1,17,173,99,78,2,0
2,1982,10,1,17,173,99,79,2,0
2,1982,10,1,17,173,99,82,0,0
2,1982,10,1,17,174,99,5,29,0
2,1982,10,1,17,174,99,12,0,0
2,1982,10,1,17,174,99,14,5,0
2,1982,10,1,17,174,99,15,2,0
2,1982,10,1,17,174,99,16,0,0
2,1982,10,1,17,174,99,18,85,0
2,1982,10,1,17,174,99,26,5,0
2,1982,10,1,17,174,99,31,0,0
2,1982,10,1,17,174,99,33,2,0
2,1982,10,1,17,174,99,37,0,0
2,1982,10,1,17,174,99,48,0,0
2,1982,10,1,17,174,99,54,0,0
2,1982,10,1,17,174,99,56,0,0
2,1982,10,1,17,174,99,73,13,0
2,1982,10,1,17,174,99,78,0,0
2,1982,10,1,17,174,99,79,0,0
2,1982,10,1,17,174,99,82,0,0
2,1982,10,1,17,175,99,5,11,0
2,1982,10,1,17,175,99,12,1,0
2,1982,10,1,17,175,99,14,1,0
2,1982,10,1,17,175,99,15,15,0
2,1982,10,1,17,175,99,16,1,0
2,1982,10,1,17,175,99,18,85,0
2,1982,10,1,17,175,99,26,1,0
2,1982,10,1,17,175,99,31,0,0
2,1982,10,1,17,175,99,33,1,0
2,1982,10,1,17,175,99,37,3,0
2,1982,10,1,17,175,99,48,0,0
2,1982,10,1,17,175,99,54,2,0
2,1982,10,1,17,175,99,56,0,0
2,1982,10,1,17,175,99,73,143,0
2,1982,10,1,17,175,99,78,14,0
2,1982,10,1,17,175,99,79,12,0
2,1982,10,1,17,175,99,82,0,0
2,1982,10,1,17,176,99,5,7,0
2,1982,10,1,17,176,99,12,0,0
2,1982,10,1,17,176,99,14,4,0
2,1982,10,1,17,176,99,15,6,0
2,1982,10,1,17,176,99,16,2,0
2,1982,10,1,17,176,99,18,51,0
2,1982,10,1,17,176,99,26,2,0
2,1982,10,1,17,176,99,31,0,0
2,1982,10,1,17,176,99,33,0,0
2,1982,10,1,17,176,99,37,0,0
2,1982,10,1,17,176,99,48,1,0
2,1982,10,1,17,176,99,54,0,0
2,1982,10,1,17,176,99,56,0,0
2,1982,10,1,17,176,99,73,12,0
2,1982,10,1,17,176,99,78,0,0
2,1982,10,1,17,176,99,79,0,0
2,1982,10,1,17,176,99,82,3,0
2,1982,10,1,17,177,99,5,46,0
2,1982,10,1,17,177,99,12,3,0
2,1982,10,1,17,177,99,14,43,0
2,1982,10,1,17,177,99,15,13,0
2,1982,10,1,17,177,99,16,0,0
2,1982,10,1,17,177,99,18,159,0
2,1982,10,1,17,177,99,26,35,0
2,1982,10,1,17,177,99,31,0,0
2,1982,10,1,17,177,99,33,0,0
2,1982,10,1,17,177,99,37,0,0
2,1982,10,1,17,177,99,48,3,0
2,1982,10,1,17,177,99,54,0,0
2,1982,10,1,17,177,99,56,0,0
2,1982,10,1,17,177,99,73,80,0
2,1982,10,1,17,177,99,78,4,0
2,1982,10,1,17,177,99,79,2,0
2,1982,10,1,17,177,99,82,3,0
2,1982,10,1,17,178,99,5,95,0
2,1982,10,1,17,178,99,12,1,0
2,1982,10,1,17,178,99,14,15,0
2,1982,10,1,17,178,99,15,24,0
2,1982,10,1,17,178,99,16,0,0
2,1982,10,1,17,178,99,18,244,0
2,1982,10,1,17,178,99,26,25,0
2,1982,10,1,17,178,99,31,0,0
2,1982,10,1,17,178,99,33,1,0
2,1982,10,1,17,178,99,37,0,0
2,1982,10,1,17,178,99,48,2,0
2,1982,10,1,17,178,99,54,2,0
2,1982,10,1,17,178,99,56,0,0
2,1982,10,1,17,178,99,73,235,0
2,1982,10,1,17,178,99,78,6,0
2,1982,10,1,17,178,99,79,19,0
2,1982,10,1,17,178,99,82,0,0
2,1982,10,1,17,180,99,5,449,0
2,1982,10,1,17,180,99,12,8,0
2,1982,10,1,17,180,99,14,76,0
2,1982,10,1,17,180,99,15,37,0
2,1982,10,1,17,180,99,16,0,0
2,1982,10,1,17,180,99,18,1521,0
2,1982,10,1,17,180,99,26,382,0
2,1982,10,1,17,180,99,31,0,0
2,1982,10,1,17,180,99,33,13,0
2,1982,10,1,17,180,99,37,1,0
2,1982,10,1,17,180,99,48,28,0
2,1982,10,1,17,180,99,54,15,0
2,1982,10,1,17,180,99,56,4,0
2,1982,10,1,17,180,99,73,1214,0
2,1982,10,1,17,180,99,78,20,0
2,1982,10,1,17,180,99,79,54,0
2,1982,10,1,17,180,99,82,0,0
2,1982,10,1,17,181,99,5,82,0
2,1982,10,1,17,181,99,12,0,0
2,1982,10,1,17,181,99,14,27,0
2,1982,10,1,17,181,99,15,9,0
2,1982,10,1,17,181,99,16,0,0
2,1982,10,1,17,181,99,18,309,0
2,1982,10,1,17,181,99,26,14,0
2,1982,10,1,17,181,99,31,0,0
2,1982,10,1,17,181,99,33,2,0
2,1982,10,1,17,181,99,37,1,0
2,1982,10,1,17,181,99,48,1,0
2,1982,10,1,17,181,99,54,11,0
2,1982,10,1,17,181,99,56,0,0
2,1982,10,1,17,181,99,73,149,0
2,1982,10,1,17,181,99,78,3,0
2,1982,10,1,17,181,99,79,71,0
2,1982,10,1,17,181,99,82,2,0
2,1982,10,1,17,182,99,5,14,0
2,1982,10,1,17,182,99,12,1,0
2,1982,10,1,17,182,99,14,6,0
2,1982,10,1,17,182,99,15,7,0
2,1982,10,1,17,182,99,16,1,0
2,1982,10,1,17,182,99,18,39,0
2,1982,10,1,17,182,99,26,6,0
2,1982,10,1,17,182,99,31,0,0
2,1982,10,1,17,182,99,33,0,0
2,1982,10,1,17,182,99,37,0,0
2,1982,10,1,17,182,99,48,1,0
2,1982,10,1,17,182,99,54,0,0
2,1982,10,1,17,182,99,56,0,0
2,1982,10,1,17,182,99,73,55,0
2,1982,10,1,17,182,99,78,7,0
2,1982,10,1,17,182,99,79,5,0
2,1982,10,1,17,182,99,82,2,0
2,1982,10,1,17,183,99,5,28,0
2,1982,10,1,17,183,99,12,0,0
2,1982,10,1,17,183,99,14,9,0
2,1982,10,1,17,183,99,15,9,0
2,1982,10,1,17,183,99,16,0,0
2,1982,10,1,17,183,99,18,61,0
2,1982,10,1,17,183,99,26,1,0
2,1982,10,1,17,183,99,31,0,0
2,1982,10,1,17,183,99,33,0,0
2,1982,10,1,17,183,99,37,1,0
2,1982,10,1,17,183,99,48,0,0
2,1982,10,1,17,183,99,54,2,0
2,1982,10,1,17,183,99,56,0,0
2,1982,10,1,17,183,99,73,12,0
2,1982,10,1,17,183,99,78,0,0
2,1982,10,1,17,183,99,79,4,0
2,1982,10,1,17,183,99,82,0,0
2,1982,10,1,17,184,99,5,132,0
2,1982,10,1,17,184,99,12,3,0
2,1982,10,1,17,184,99,14,9,0
2,1982,10,1,17,184,99,15,17,0
2,1982,10,1,17,184,99,16,1,0
2,1982,10,1,17,184,99,18,336,0
2,1982,10,1,17,184,99,26,30,0
2,1982,10,1,17,184,99,31,0,0
2,1982,10,1,17,184,99,33,7,0
2,1982,10,1,17,184,99,37,1,0
2,1982,10,1,17,184,99,48,13,0
2,1982,10,1,17,184,99,54,3,0
2,1982,10,1,17,184,99,56,1,0
2,1982,10,1,17,184,99,73,52,0
2,1982,10,1,17,184,99,78,1,0
2,1982,10,1,17,184,99,79,15,0
2,1982,10,1,17,184,99,82,2,0
2,1982,10,1,17,185,99,5,118,0
2,1982,10,1,17,185,99,12,7,0
2,1982,10,1,17,185,99,14,13,0
2,1982,10,1,17,185,99,15,50,0
2,1982,10,1,17,185,99,16,2,0
2,1982,10,1,17,185,99,18,997,0
2,1982,10,1,17,185,99,26,70,0
2,1982,10,1,17,185,99,31,0,0
2,1982,10,1,17,185,99,33,12,0
2,1982,10,1,17,185,99,37,1,0
2,1982,10,1,17,185,99,48,17,0
2,1982,10,1,17,185,99,54,3,0
2,1982,10,1,17,185,99,56,6,0
2,1982,10,1,17,185,99,73,437,0
2,1982,10,1,17,185,99,78,14,0
2,1982,10,1,17,185,99,79,38,0
2,1982,10,1,17,185,99,82,0,0
2,1982,10,1,17,187,99,5,38,0
2,1982,10,1,17,187,99,12,1,0
2,1982,10,1,17,187,99,14,5,0
2,1982,10,1,17,187,99,15,22,0
2,1982,10,1,17,187,99,16,2,0
2,1982,10,1,17,187,99,18,184,0
2,1982,10,1,17,187,99,26,12,0
2,1982,10,1,17,187,99,31,0,0
2,1982,10,1,17,187,99,33,0,0
2,1982,10,1,17,187,99,37,1,0
2,1982,10,1,17,187,99,48,11,0
2,1982,10,1,17,187,99,54,1,0
2,1982,10,1,17,187,99,56,0,0
2,1982,10,1,17,187,99,73,116,0
2,1982,10,1,17,187,99,78,4,0
2,1982,10,1,17,187,99,79,20,0
2,1982,10,1,17,187,99,82,0,0
2,1982,10,1,17,188,99,5,5,0
2,1982,10,1,17,188,99,12,1,0
2,1982,10,1,17,188,99,14,0,0
2,1982,10,1,17,188,99,15,1,0
2,1982,10,1,17,188,99,16,0,0
2,1982,10,1,17,188,99,18,55,0
2,1982,10,1,17,188,99,26,39,0
2,1982,10,1,17,188,99,31,0,0
2,1982,10,1,17,188,99,33,0,0
2,1982,10,1,17,188,99,37,0,0
2,1982,10,1,17,188,99,48,2,0
2,1982,10,1,17,188,99,54,0,0
2,1982,10,1,17,188,99,56,0,0
2,1982,10,1,17,188,99,73,10,0
2,1982,10,1,17,188,99,78,0,0
2,1982,10,1,17,188,99,79,3,0
2,1982,10,1,17,188,99,82,0,0
2,1982,10,1,17,190,99,5,63,0
2,1982,10,1,17,190,99,12,0,0
2,1982,10,1,17,190,99,14,3,0
2,1982,10,1,17,190,99,15,3,0
2,1982,10,1,17,190,99,16,0,0
2,1982,10,1,17,190,99,18,226,0
2,1982,10,1,17,190,99,26,26,0
2,1982,10,1,17,190,99,31,0,0
2,1982,10,1,17,190,99,33,4,0
2,1982,10,1,17,190,99,37,0,0
2,1982,10,1,17,190,99,48,0,0
2,1982,10,1,17,190,99,54,0,0
2,1982,10,1,17,190,99,56,0,0
2,1982,10,1,17,190,99,73,115,0
2,1982,10,1,17,190,99,78,0,0
2,1982,10,1,17,190,99,79,12,0
2,1982,10,1,17,190,99,82,1,0
2,1982,10,1,17,191,99,5,19,0
2,1982,10,1,17,191,99,12,1,0
2,1982,10,1,17,191,99,14,3,0
2,1982,10,1,17,191,99,15,1,0
2,1982,10,1,17,191,99,16,0,0
2,1982,10,1,17,191,99,18,85,0
2,1982,10,1,17,191,99,26,5,0
2,1982,10,1,17,191,99,31,0,0
2,1982,10,1,17,191,99,33,0,0
2,1982,10,1,17,191,99,37,0,0
2,1982,10,1,17,191,99,48,0,0
2,1982,10,1,17,191,99,54,0,0
2,1982,10,1,17,191,99,56,0,0
2,1982,10,1,17,191,99,73,18,0
2,1982,10,1,17,191,99,78,0,0
2,1982,10,1,17,191,99,79,0,0
2,1982,10,1,17,191,99,82,0,0
2,1982,10,1,17,192,99,5,4,0
2,1982,10,1,17,192,99,12,0,0
2,1982,10,1,17,192,99,14,0,0
2,1982,10,1,17,192,99,15,0,0
2,1982,10,1,17,192,99,16,0,0
2,1982,10,1,17,192,99,18,77,0
2,1982,10,1,17,192,99,26,2,0
2,1982,10,1,17,192,99,31,0,0
2,1982,10,1,17,192,99,33,0,0
2,1982,10,1,17,192,99,37,0,0
2,1982,10,1,17,192,99,48,0,0
2,1982,10,1,17,192,99,54,0,0
2,1982,10,1,17,192,99,56,0,0
2,1982,10,1,17,192,99,73,11,0
2,1982,10,1,17,192,99,78,0,0
2,1982,10,1,17,192,99,79,4,0
2,1982,10,1,17,192,99,82,0,0
2,1982,10,1,17,193,99,5,155,0
2,1982,10,1,17,193,99,12,3,0
2,1982,10,1,17,193,99,14,14,0
2,1982,10,1,17,193,99,15,18,0
2,1982,10,1,17,193,99,16,2,0
2,1982,10,1,17,193,99,18,461,0
2,1982,10,1,17,193,99,26,51,0
2,1982,10,1,17,193,99,31,0,0
2,1982,10,1,17,193,99,33,0,0
2,1982,10,1,17,193,99,37,1,0
2,1982,10,1,17,193,99,48,11,0
2,1982,10,1,17,193,99,54,5,0
2,1982,10,1,17,193,99,56,0,0
2,1982,10,1,17,193,99,73,262,0
2,1982,10,1,17,193,99,78,6,0
2,1982,10,1,17,193,99,79,30,0
2,1982,10,1,17,193,99,82,0,0
2,1982,10,1,17,194,99,5,7,0
2,1982,10,1,17,194,99,12,0,0
2,1982,10,1,17,194,99,14,6,0
2,1982,10,1,17,194,99,15,0,0
2,1982,10,1,17,194,99,16,0,0
2,1982,10,1,17,194,99,18,39,0
2,1982,10,1,17,194,99,26,4,0
2,1982,10,1,17,194,99,31,0,0
2,1982,10,1,17,194,99,33,0,0
2,1982,10,1,17,194,99,37,0,0
2,1982,10,1,17,194,99,48,2,0
2,1982,10,1,17,194,99,54,0,0
2,1982,10,1,17,194,99,56,0,0
2,1982,10,1,17,194,99,73,13,0
2,1982,10,1,17,194,99,78,0,0
2,1982,10,1,17,194,99,79,0,0
2,1982,10,1,17,194,99,82,0,0
2,1982,10,1,17,195,99,5,5,0
2,1982,10,1,17,195,99,12,1,0
2,1982,10,1,17,195,99,14,0,0
2,1982,10,1,17,195,99,15,1,0
2,1982,10,1,17,195,99,16,0,0
2,1982,10,1,17,195,99,18,109,0
2,1982,10,1,17,195,99,26,11,0
2,1982,10,1,17,195,99,31,0,0
2,1982,10,1,17,195,99,33,0,0
2,1982,10,1,17,195,99,37,0,0
2,1982,10,1,17,195,99,48,2,0
2,1982,10,1,17,195,99,54,1,0
2,1982,10,1,17,195,99,56,0,0
2,1982,10,1,17,195,99,73,51,0
2,1982,10,1,17,195,99,78,3,0
2,1982,10,1,17,195,99,79,1,0
2,1982,10,1,17,195,99,82,0,0
2,1982,10,1,17,197,99,5,0,0
2,1982,10,1,17,197,99,12,3,0
2,1982,10,1,17,197,99,14,1,0
2,1982,10,1,17,197,99,15,2,0
2,1982,10,1,17,197,99,16,0,0
2,1982,10,1,17,197,99,18,54,0
2,1982,10,1,17,197,99,26,3,0
2,1982,10,1,17,197,99,31,0,0
2,1982,10,1,17,197,99,33,0,0
2,1982,10,1,17,197,99,37,0,0
2,1982,10,1,17,197,99,48,0,0
2,1982,10,1,17,197,99,54,0,0
2,1982,10,1,17,197,99,56,0,0
2,1982,10,1,17,197,99,73,28,0
2,1982,10,1,17,197,99,78,1,0
2,1982,10,1,17,197,99,79,1,0
2,1982,10,1,17,197,99,82,1,0
2,1982,10,1,17,198,99,5,7,0
2,1982,10,1,17,198,99,12,0,0
2,1982,10,1,17,198,99,14,2,0
2,1982,10,1,17,198,99,15,6,0
2,1982,10,1,17,198,99,16,0,0
2,1982,10,1,17,198,99,18,76,0
2,1982,10,1,17,198,99,26,2,0
2,1982,10,1,17,198,99,31,0,0
2,1982,10,1,17,198,99,33,1,0
2,1982,10,1,17,198,99,37,0,0
2,1982,10,1,17,198,99,48,1,0
2,1982,10,1,17,198,99,54,0,0
2,1982,10,1,17,198,99,56,0,0
2,1982,10,1,17,198,99,73,77,0
2,1982,10,1,17,198,99,78,1,0
2,1982,10,1,17,198,99,79,5,0
2,1982,10,1,17,198,99,82,0,0
2,1982,10,1,17,199,99,5,418,0
2,1982,10,1,17,199,99,12,8,0
2,1982,10,1,17,199,99,14,42,0
2,1982,10,1,17,199,99,15,70,0
2,1982,10,1,17,199,99,16,2,0
2,1982,10,1,17,199,99,18,939,0
2,1982,10,1,17,199,99,26,169,0
2,1982,10,1,17,199,99,31,0,0
2,1982,10,1,17,199,99,33,11,0
2,1982,10,1,17,199,99,37,0,0
