03202307000033SUMAR                                             SUMAR CANARIAS                                                                                                                                        000033000033000010
03202307000034AHORA CANARIAS-PCPC                               AHORA CANARIAS-PARTIDO COMUNISTA DEL PUEBLO CANARIO                                                                                                   000034000034000034
03202307000035XAV                                               POR ÁVILA                                                                                                                                             000035000035000035
03202307000036VB                                                VÍA BURGALESA                                                                                                                                         000036000036000036
03202307000037EV-PCAS-TC                                        ESPAÑA VACIADA-PARTIDO CASTELLANO-TIERRA COMUNERA                                                                                                     000037000037000037
03202307000038PREPAL                                            PARTIDO REGIONALISTA DEL PAÍS LEONÉS                                                                                                                  000038000038000038
03202307000039U.P.L.                                            UNIÓN DEL PUEBLO LEONÉS                                                                                                                               000039000039000039
03202307000040VP                                                VAMOS PALENCIA                                                                                                                                        000040000040000040
03202307000041GITV                                              GRUPO INDEPENDIENTE PALENCIA TIERRA VIVA                                                                                                              000041000041000041
032023070000423e                                                TERCERA EDAD EN ACCIÓN                                                                                                                                000042000042000042
03202307000043SY                                                SORIA ¡YA!                                                                                                                                            000043000043000043
03202307000044Ud.Ca                                             UNIDAD CASTELLANA                                                                                                                                     000044000044000044
03202307000046Zsi                                               ZAMORA SÍ                                                                                                                                             000046000046000046
03202307000047PSC                                               PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE)                                                                                                       000047000047000002
03202307000048PP                                                PARTIDO POPULAR / PARTIT POPULAR                                                                                                                      000048000056000005
03202307000051SUMAR - ECP                                       SUMAR - EN COMÚ PODEM                                                                                                                                 000051000051000010
03202307000054PCTC                                              PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA                                                                                                       000054000054000015
03202307000055PDeCAT-E-CiU                                      PARTIT DEMÒCRATA EUROPEU CATALÀ-ESPAI CIU                                                                                                             000055000055000055
03202307000056PP                                                PARTIT POPULAR / PARTIDO POPULAR                                                                                                                      000056000056000005
03202307000057JxCAT - JUNTS                                     JUNTS PER CATALUNYA - JUNTS                                                                                                                           000057000057000057
03202307000058PACMA                                             PARTIT ANIMALISTA AMB EL MEDI AMBIENT                                                                                                                 000058000058000007
03202307000059ESCONS EN BLANC                                   ESCONS EN BLANC                                                                                                                                       000059000059000014
03202307000060EVC                                               ENTRE VEÏNS CATALUNYA                                                                                                                                 000060000060000060
03202307000062BQEX                                              BLOQUE EXTREMEÑO                                                                                                                                      000062000062000062
03202307000063Somos Cc                                          SOMOS CÁCERES                                                                                                                                         000063000063000063
03202307000064PSdeG-PSOE                                        PARTIDO DOS SOCIALISTAS DE GALICIA-PSOE                                                                                                               000064000064000002
03202307000065B.N.G.                                            BLOQUE NACIONALISTA GALEGO                                                                                                                            000065000065000065
03202307000066SUMAR                                             SUMAR GALICIA                                                                                                                                         000066000066000010
03202307000067PUM+J                                             POR UN MUNDO MAIS XUSTO                                                                                                                               000067000067000003
03202307000068PCTG                                              PARTIDO COMUNISTA DOS TRABALLADORES DE GALIZA                                                                                                         000068000068000015
03202307000069CCD                                               COALICIÓN DE CENTRO DEMOCRÁTICO                                                                                                                       000069000069000069
03202307000070PH                                                PARTIDO HUMANISTA                                                                                                                                     000070000070000070
03202307000072PSN-PSOE                                          PARTIDO SOCIALISTA DE NAVARRA-PSOE                                                                                                                    000072000072000002
03202307000073GBAI                                              GEROA BAI                                                                                                                                             000073000073000073
03202307000074U.P.N.                                            UNION DEL PUEBLO NAVARRO                                                                                                                              000074000074000074
03202307000075EAJ-PNV                                           EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO                                                                                                    000075000075000075
03202307000076PSE-EE (PSOE)                                     PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (PSOE)                                                                                                000076000076000002
03202307000077PUM+J                                             BIDEZKO MUNDURANTZ                                                                                                                                    000077000077000003
03202307000078PCTE/ELAK                                         PARTIDO COMUNISTA DE LOS TRABAJADORES DE EUSKADI/EUSKADIKO LANGILEEN ALDERDI KOMUNISTA                                                                000078000078000015
03202307000080POR MI REGIÓN                                     POR MI REGIÓN                                                                                                                                         000080000080000080
03202307000082SUMAR - COMPROMÍS                                 COMPROMÍS - SUMAR: SUMEM PER GUANYAR                                                                                                                  000082000082000010
03202307000083EVB                                               ESTAT VALENCIÀ DEL BENESTAR                                                                                                                           000083000083000083
03202307000084CpM                                               COALICIÓN POR MELILLA                                                                                                                                 000084000084000084
03202307000085MÉS PER MALLORCA-SUMAR                            SUMAR MÉS                                                                                                                                             000085000085000010
03202307000086MÉS PER MENORCA-SUMAR                             SUMAR MÉS                                                                                                                                             000086000086000010
03202307000087PSOE-SUMAR-EUIB-ARA EIVISSA                       EIVISSA I FORMENTERA AL SENAT                                                                                                                         000087000087000087
03202307000088ASG                                               AGRUPACION SOCIALISTA GOMERA                                                                                                                          000088000088000088
03202307000089A.H.I.                                            AGRUPACION HERREÑA INDEPENDIENTE                                                                                                                      000089000089000089
03202307000090ASAMBLEA HERREÑA                                  ASAMBLEA HERREÑA                                                                                                                                      000090000090000090
03202307000092ERC                                               ESQUERRA REPUBLICANA DE CATALUNYA-ESQUERRES PER LA INDEPENDÈNCIA                                                                                      000092000093000095
03202307000093ERC-ESQUERRES PER LA INDEPENDÈNCIA                ESQUERRA REPUBLICANA DE CATALUNYA-ESQUERRES PER LA INDEPENDENCIA                                                                                      000093000093000095
03202307000094EH BILDU-INDEPENDENTZIA EZKERRETIK                EUSKAL HERRIA BILDU-INDEPENDENTZIA EZKERRETIK                                                                                                         000094000094000095
03202307000095IZQUIERDAS POR LA INDEPENDENCIA                   IZQUIERDAS POR LA INDEPENDENCIA                                                                                                                       000095000095000095
03202307000096CJ                                                CAMINANDO JUNTOS                                                                                                                                      000096000013000013
03202307000098PCTE                                              PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA                                                                                                       000098000078000015
